,specObjID,ra,dec,u,g,r,i,z,redshift,velDisp,velDispErr,p_el,p_cw,p_acw,p_el_debiased,p_cs_debiased,spiral,elliptical,p_edge
0,376196287613134848,187.49951000000001,-1.2076997,20.29487,18.55173,17.66422,17.29273,16.947670000000002,0.08134889,113.8585,8.776383000000001,0.6150000095367429,0.0,0.153999999165535,0.36000001430511497,0.574000000953674,1,0,0.179000005125999
1,350212348444698624,227.22447000000003,-1.2486767,20.256970000000003,18.30546,17.35451,16.852120000000003,16.47298,0.05535876,64.30566999999999,10.10858,0.296000003814697,0.0,0.0,0.0820000022649765,0.917999982833862,1,0,0.7039999961853031
2,350188159188887552,227.52562999999998,-1.198828,20.83169,18.432479999999998,17.286179999999998,16.680970000000002,16.22799,0.07086630000000001,85.56054,12.95271,0.226999998092651,0.0,0.0230000000447035,0.0500000007450581,0.9229999780654911,1,0,0.7269999980926509
3,351349518748379136,228.80053999999998,-1.1201838,19.48937,17.79753,16.77446,16.265729999999998,15.84888,0.1443409,208.7076,16.85776,0.137999996542931,0.75900000333786,0.0,0.137999996542931,0.8280000090599059,1,0,0.0689999982714653
4,351317907789080576,229.1992,-1.074916,20.23455,18.08716,16.818920000000002,16.24334,15.74895,0.1268239,212.1104,7.91575,0.13600000739097598,0.0450000017881393,0.0230000000447035,0.0590000003576279,0.9169999957084659,1,0,0.7730000019073491
5,352474593753065472,230.54602000000003,-1.0969360000000001,19.26419,17.87995,17.10792,16.70393,16.41232,0.09454953,104.6151,12.03203,0.216999992728233,0.419999986886978,0.0719999969005585,0.06800000369548799,0.883000016212463,1,0,0.24600000679492998
6,350235438188881920,226.1867,-0.67669867,19.33033,17.4525,16.4936,16.02149,15.66831,0.09310534,156.8702,7.5906139999999995,0.44699999690055797,0.158000007271767,0.0790000036358833,0.21400000154972101,0.7210000157356259,1,0,0.26300001144409196
7,350235713066788864,226.44527000000002,-0.71491108,17.26015,15.75581,15.09205,14.7086,14.422139999999999,0.03545786,52.04769,9.721371000000001,0.0,0.0,0.9409999847412109,0.0,1.0,1,0,0.0590000003576279
8,350211248933070848,227.32574,-0.77548318,21.24718,19.3517,17.8793,17.30829,16.892020000000002,0.2148917,291.8129,17.81852,0.8119999766349789,0.06199999898672099,0.0,0.746999979019165,0.14300000667572002,0,1,0.0209999997168779
9,350213173078419456,227.50392000000002,-0.71579413,18.94738,17.03138,15.970620000000002,15.41849,14.98746,0.07098074,156.9662,7.099533999999999,0.194000005722046,0.0649999976158142,0.0,0.0799999982118607,0.9200000166893009,1,0,0.741999983787537
10,350212073566791680,227.53533,-0.63113136,18.86,17.535610000000002,16.87471,16.454439999999998,16.1907,0.08107182,118.2487,9.838938,0.179000005125999,0.0359999984502792,0.53600001335144,0.0549999997019768,0.944999992847443,1,0,0.25
11,350191182845863936,227.56314,-0.81741832,19.26235,18.08857,17.576970000000003,17.225189999999998,17.0692,0.1252633,28.590590000000002,28.426759999999998,0.241999998688698,0.48500001430511497,0.0,0.0410000011324883,0.84799998998642,1,0,0.181999996304512
12,350189258700515328,227.7177,-0.82076903,18.75766,17.797729999999998,17.54392,17.359,17.29332,0.05480798,62.1581,43.5022,0.090999998152256,0.0,0.7269999980926509,0.0209999997168779,0.9309999942779541,1,0,0.13600000739097598
13,350181287241213952,227.82307999999998,-0.68589788,19.77811,18.40791,17.471420000000002,16.97128,16.68348,0.1762932,117.5348,17.758879999999998,0.345999985933304,0.23100000619888297,0.0,0.112999998033047,0.741999983787537,1,0,0.30799999833107
14,350180737485400064,228.05552999999998,-0.78403462,21.54499,18.85762,17.770529999999997,17.201320000000003,16.822429999999997,0.1593375,162.1975,15.494779999999999,0.0399999991059303,0.0,0.0,0.00400000018998981,0.995999991893768,1,0,0.959999978542328
15,351366561178609664,228.63417,-0.76642921,20.15847,18.41297,17.45216,16.91903,16.51428,0.1212904,117.8626,12.80021,0.754000008106232,0.0179999992251396,0.0879999995231628,0.42599999904632596,0.5170000195503229,1,0,0.10499999672174501
16,351368210446051328,228.76717999999997,-0.7897987,18.34052,16.227629999999998,15.11408,14.63449,14.226379999999999,0.12060810000000001,293.0749,9.849092,0.962999999523163,0.0,0.0,0.962999999523163,0.0370000004768372,0,1,0.0370000004768372
17,351338798510008320,229.08515,-0.83205303,20.796879999999998,18.82957,17.80558,17.35906,16.99251,0.120028,137.0453,10.816180000000001,0.9350000023841859,0.0,0.0,0.9350000023841859,0.0,0,1,0.0
18,351346769969309696,229.10657999999998,-0.67689363,19.3631,17.93354,17.14532,16.68789,16.391029999999997,0.11760819999999998,120.6341,10.757589999999999,0.321000009775162,0.0,0.60699999332428,0.090999998152256,0.8650000095367428,1,0,0.0359999984502792
19,351331651684427776,229.11017,-0.7679759,20.48301,18.30663,17.23091,16.742820000000002,16.35086,0.1176722,185.3504,9.671956,0.40500000119209295,0.0,0.0270000007003546,0.238000005483627,0.7319999933242801,1,0,0.541000008583069
20,351330002416986112,229.28153999999998,-0.6706749,20.021710000000002,18.08101,17.008570000000002,16.555310000000002,16.13792,0.11583110000000002,185.2254,8.451425,0.5260000228881839,0.0529999993741512,0.0,0.312000006437302,0.6880000233650211,1,0,0.42100000381469704
21,351327253637916672,229.35069,-0.73816024,19.60954,17.367820000000002,16.286270000000002,15.8262,15.43505,0.11548119999999999,213.7374,8.065598,0.888999998569489,0.0,0.0,0.875,0.0689999982714653,0,1,0.0560000017285347
22,351321206323963904,229.46393999999998,-0.67873435,19.77928,17.81063,16.75515,16.28051,15.924370000000001,0.11760219999999999,195.2065,9.821867999999998,1.0,0.0,0.0,1.0,0.0,0,1,0.0
23,351324229980940288,229.4437,-0.77608796,17.2999,15.97476,15.32991,14.97122,14.71171,0.03683984,62.72129,11.5623,0.0,0.0,1.0,0.0,1.0,1,0,0.0
24,351297017068152832,229.49487000000002,-0.78621949,20.70091,18.61443,17.5173,17.05493,16.67085,0.1166272,182.9895,9.008439,0.400000005960464,0.0500000007450581,0.0,0.301999986171722,0.592999994754791,1,0,0.44999998807907104
25,351297291946059776,229.54429,-0.82229545,19.085820000000002,17.80973,17.030739999999998,16.6228,16.282220000000002,0.1184107,56.308719999999994,12.991610000000001,0.268999993801117,0.345999985933304,0.0769999995827675,0.0579999983310699,0.84799998998642,1,0,0.23100000619888297
